,title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published,0
174,Jones Lang LaSalle  ( NYSE:JLL )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/jones-lang-lasalle-nysejll-now-covered-by-analysts-at-stocknews-com.html,Jones Lang LaSalle ( NYSE:JLL ) Now Covered by Analysts at ... Defense World ...,0.248069,Somewhat-Bullish,,0.17276,Somewhat-Bullish,20230316T091848,"{'label': 'neutral', 'score': 0.9407908916473389}"
175,Kenon  ( NYSE:KEN )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/kenon-nyseken-now-covered-by-analysts-at-stocknews-com.html,"Equities research analysts at StockNews.com started coverage on shares of Kenon ( NYSE:KEN - Get Rating ) in a research report issued to clients and investors on Thursday. The brokerage set a ""hold"" rating on the utilities provider's stock. Shares of KEN stock opened at $28.75 on Thursday.",0.332444,Somewhat-Bullish,,0.203751,Somewhat-Bullish,20230316T091847,"{'label': 'neutral', 'score': 0.9123143553733826}"
176,Kemper  ( NYSE:KMPR )  Earns Hold Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/kemper-nysekmpr-earns-hold-rating-from-analysts-at-stocknews-com.html,Kemper ( NYSE:KMPR ) Earns Hold Rating from Analysts at ... Defense World ...,0.295802,Somewhat-Bullish,,0.037294,Neutral,20230316T091847,"{'label': 'positive', 'score': 0.784283459186554}"
177,StockNews.com Initiates Coverage on ORIX  ( NYSE:IX ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-orix-nyseix.html,"Equities researchers at StockNews.com assumed coverage on shares of ORIX ( NYSE:IX - Get Rating ) in a report released on Thursday. The brokerage set a ""hold"" rating on the real estate investment trust's stock.",0.326524,Somewhat-Bullish,,0.18429,Somewhat-Bullish,20230316T091845,"{'label': 'neutral', 'score': 0.9140715003013611}"
178,United Natural Foods  ( NASDAQ:UNFI )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/united-natural-foods-nasdaqunfi-coverage-initiated-at-stocknews-com.html,United Natural Foods ( NASDAQ:UNFI ) Coverage Initiated at ... Defense World ...,0.31747,Somewhat-Bullish,,0.170969,Somewhat-Bullish,20230316T091845,"{'label': 'neutral', 'score': 0.8777849674224854}"
179,Unity Bancorp  ( NASDAQ:UNTY )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/unity-bancorp-nasdaqunty-now-covered-by-stocknews-com.html,"Analysts at StockNews.com began coverage on shares of Unity Bancorp ( NASDAQ:UNTY - Get Rating ) in a research report issued to clients and investors on Thursday. The brokerage set a ""hold"" rating on the financial services provider's stock.",0.334223,Somewhat-Bullish,,0.256084,Somewhat-Bullish,20230316T091453,"{'label': 'neutral', 'score': 0.9144546389579773}"
180,StockNews.com Begins Coverage on Upland Software  ( NASDAQ:UPLD ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-upland-software-nasdaqupld.html,StockNews.com Begins Coverage on Upland Software ( NASDAQ ... Defense World ...,0.269605,Somewhat-Bullish,,0.153257,Somewhat-Bullish,20230316T091453,"{'label': 'neutral', 'score': 0.9128022789955139}"
181,StockNews.com Initiates Coverage on Veracyte  ( NASDAQ:VCYT ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-veracyte-nasdaqvcyt.html,"Stock analysts at StockNews.com assumed coverage on shares of Veracyte ( NASDAQ:VCYT - Get Rating ) in a report issued on Thursday. The brokerage set a ""hold"" rating on the biotechnology company's stock. A number of other research analysts have also weighed in on the stock.",0.324762,Somewhat-Bullish,,0.12886,Neutral,20230316T091451,"{'label': 'neutral', 'score': 0.4853194057941437}"
182,Viavi Solutions  ( NASDAQ:VIAV )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/viavi-solutions-nasdaqviav-now-covered-by-analysts-at-stocknews-com.html,Viavi Solutions ( NASDAQ:VIAV ) Now Covered by Analysts at ... Defense World ...,0.255025,Somewhat-Bullish,,0.238675,Somewhat-Bullish,20230316T091449,"{'label': 'neutral', 'score': 0.9150693416595459}"
183,Viking Therapeutics  ( NASDAQ:VKTX )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/viking-therapeutics-nasdaqvktx-research-coverage-started-at-stocknews-com.html,Viking Therapeutics ( NASDAQ:VKTX ) Research Coverage Started ... Defense World ...,0.369243,Bullish,,0.192519,Somewhat-Bullish,20230316T091448,"{'label': 'positive', 'score': 0.4940008223056793}"
184,Vera Bradley  ( NASDAQ:VRA )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/vera-bradley-nasdaqvra-now-covered-by-analysts-at-stocknews-com.html,Vera Bradley ( NASDAQ:VRA ) Now Covered by Analysts at ... Defense World ...,0.344425,Somewhat-Bullish,,0.148075,Neutral,20230316T091446,"{'label': 'neutral', 'score': 0.9355341196060181}"
185,StockNews.com Initiates Coverage on Viper Energy Partners  ( NASDAQ:VNOM ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-viper-energy-partners-nasdaqvnom.html,StockNews.com Initiates Coverage on Viper Energy Partners ... Defense World ...,0.224931,Somewhat-Bullish,,0.215137,Somewhat-Bullish,20230316T091446,"{'label': 'neutral', 'score': 0.8528568744659424}"
186,StockNews.com Begins Coverage on VSE  ( NASDAQ:VSEC ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-vse-nasdaqvsec.html,"Equities research analysts at StockNews.com assumed coverage on shares of VSE ( NASDAQ:VSEC - Get Rating ) in a report released on Thursday. The firm set a ""hold"" rating on the construction company's stock.",0.282425,Somewhat-Bullish,,0.225697,Somewhat-Bullish,20230316T091445,"{'label': 'neutral', 'score': 0.9053736925125122}"
187,AMC Networks  ( NASDAQ:AMCX )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/amc-networks-nasdaqamcx-research-coverage-started-at-stocknews-com.html,AMC Networks ( NASDAQ:AMCX ) Research Coverage Started at ... Defense World ...,0.221244,Somewhat-Bullish,,0.185488,Somewhat-Bullish,20230316T090650,"{'label': 'neutral', 'score': 0.8898183703422546}"
188,StockNews.com Initiates Coverage on A-Mark Precious Metals  ( NASDAQ:AMRK ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-a-mark-precious-metals-nasdaqamrk.html,StockNews.com Initiates Coverage on A-Mark Precious Metals ... Defense World ...,0.272992,Somewhat-Bullish,,0.251004,Somewhat-Bullish,20230316T090650,"{'label': 'neutral', 'score': 0.7869608402252197}"
189,Alnylam Pharmaceuticals  ( NASDAQ:ALNY )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/alnylam-pharmaceuticals-nasdaqalny-research-coverage-started-at-stocknews-com.html,Alnylam Pharmaceuticals ( NASDAQ:ALNY ) Research Coverage ... Defense World ...,0.23251,Somewhat-Bullish,,0.220903,Somewhat-Bullish,20230316T090650,"{'label': 'neutral', 'score': 0.8876969814300537}"
190,StockNews.com Begins Coverage on Autodesk  ( NASDAQ:ADSK ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-autodesk-nasdaqadsk.html,"StockNews.com started coverage on shares of Autodesk ( NASDAQ:ADSK - Get Rating ) in a report issued on Thursday. The brokerage set a ""buy"" rating on the software company's stock. Other equities research analysts also recently issued reports about the company.",0.253752,Somewhat-Bullish,,0.169742,Somewhat-Bullish,20230316T090650,"{'label': 'neutral', 'score': 0.8995551466941833}"
191,American National Bankshares  ( NASDAQ:AMNB )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/american-national-bankshares-nasdaqamnb-research-coverage-started-at-stocknews-com.html,American National Bankshares ( NASDAQ:AMNB ) Research ... Defense World ...,0.321918,Somewhat-Bullish,,0.248376,Somewhat-Bullish,20230316T090649,"{'label': 'neutral', 'score': 0.9032021164894104}"
192,ADMA Biologics  ( NASDAQ:ADMA )  Earns Sell Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/adma-biologics-nasdaqadma-earns-sell-rating-from-analysts-at-stocknews-com.html,ADMA Biologics ( NASDAQ:ADMA ) Earns Sell Rating from Analysts ... Defense World ...,0.238426,Somewhat-Bullish,,0.280353,Somewhat-Bullish,20230316T090649,"{'label': 'positive', 'score': 0.9092064499855042}"
193,StockNews.com Initiates Coverage on Amneal Pharmaceuticals  ( NASDAQ:AMRX ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-amneal-pharmaceuticals-nasdaqamrx.html,StockNews.com Initiates Coverage on Amneal Pharmaceuticals ... Defense World ...,0.2738,Somewhat-Bullish,,0.341363,Somewhat-Bullish,20230316T090647,"{'label': 'neutral', 'score': 0.8728076219558716}"
194,Adverum Biotechnologies  ( NASDAQ:ADVM )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/adverum-biotechnologies-nasdaqadvm-coverage-initiated-by-analysts-at-stocknews-com.html,Adverum Biotechnologies ( NASDAQ:ADVM ) Coverage Initiated by ... Defense World ...,0.324246,Somewhat-Bullish,,0.19177,Somewhat-Bullish,20230316T090646,"{'label': 'neutral', 'score': 0.7736430764198303}"
195,Allied Motion Technologies  ( NASDAQ:AMOT )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/allied-motion-technologies-nasdaqamot-now-covered-by-stocknews-com.html,Allied Motion Technologies ( NASDAQ:AMOT ) Now Covered by ... Defense World ...,0.316217,Somewhat-Bullish,,0.194469,Somewhat-Bullish,20230316T090646,"{'label': 'neutral', 'score': 0.9396997094154358}"
196,Associated Capital Group  ( NYSE:AC )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/associated-capital-group-nyseac-coverage-initiated-at-stocknews-com.html,Associated Capital Group ( NYSE:AC ) Coverage Initiated at ... Defense World ...,0.191413,Somewhat-Bullish,,0.154267,Somewhat-Bullish,20230316T085243,"{'label': 'neutral', 'score': 0.9146794080734253}"
197,Arconic  ( NYSE:ARNC )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/arconic-nysearnc-now-covered-by-analysts-at-stocknews-com.html,"Equities researchers at StockNews.com started coverage on shares of Arconic ( NYSE:ARNC - Get Rating ) in a note issued to investors on Thursday. The brokerage set a ""hold"" rating on the basic materials company's stock.",0.279672,Somewhat-Bullish,,0.231275,Somewhat-Bullish,20230316T085243,"{'label': 'neutral', 'score': 0.9220556616783142}"
198,StockNews.com Initiates Coverage on Avangrid  ( NYSE:AGR ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-avangrid-nyseagr.html,"Equities research analysts at StockNews.com started coverage on shares of Avangrid ( NYSE:AGR - Get Rating ) in a research report issued on Thursday. The firm set a ""hold"" rating on the utilities provider's stock. AGR has been the topic of several other reports.",0.300313,Somewhat-Bullish,,0.250504,Somewhat-Bullish,20230316T085243,"{'label': 'neutral', 'score': 0.9159474968910217}"
199,Adient  ( NYSE:ADNT )  Earns Hold Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/adient-nyseadnt-earns-hold-rating-from-analysts-at-stocknews-com.html,Adient ( NYSE:ADNT ) Earns Hold Rating from Analysts at StockNews ... Defense World ...,0.254265,Somewhat-Bullish,,0.197016,Somewhat-Bullish,20230316T085241,"{'label': 'positive', 'score': 0.633377730846405}"
200,StockNews.com Begins Coverage on Barnes & Noble Education  ( NYSE:BNED ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-barnes-noble-education-nysebned.html,StockNews.com Begins Coverage on Barnes & Noble Education ... Defense World ...,0.31151,Somewhat-Bullish,,0.204747,Somewhat-Bullish,20230316T085048,"{'label': 'neutral', 'score': 0.9242051243782043}"
201,Atkore  ( NYSE:ATKR )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/atkore-nyseatkr-now-covered-by-analysts-at-stocknews-com.html,"Investment analysts at StockNews.com initiated coverage on shares of Atkore ( NYSE:ATKR - Get Rating ) in a note issued to investors on Thursday. The firm set a ""buy"" rating on the stock. A number of other equities analysts have also weighed in on the stock.",0.346849,Somewhat-Bullish,,0.212687,Somewhat-Bullish,20230316T085048,"{'label': 'neutral', 'score': 0.8120465874671936}"
202,Conduent  ( NYSE:CNDT )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/conduent-nysecndt-now-covered-by-stocknews-com.html,"Investment analysts at StockNews.com initiated coverage on shares of Conduent ( NYSE:CNDT - Get Rating ) in a report released on Thursday. The firm set a ""hold"" rating on the stock. Shares of Conduent stock opened at $3.33 on Thursday.",0.304715,Somewhat-Bullish,,0.262692,Somewhat-Bullish,20230316T085048,"{'label': 'neutral', 'score': 0.9039137363433838}"
203,Everi  ( NYSE:EVRI )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/everi-nyseevri-now-covered-by-stocknews-com.html,"Analysts at StockNews.com initiated coverage on shares of Everi ( NYSE:EVRI - Get Rating ) in a research report issued to clients and investors on Thursday. The firm set a ""buy"" rating on the credit services provider's stock. EVRI has been the topic of a number of other reports.",0.353049,Bullish,,0.226829,Somewhat-Bullish,20230316T085046,"{'label': 'neutral', 'score': 0.9197017550468445}"
204,e.l.f. Beauty  ( NYSE:ELF )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/e-l-f-beauty-nyseelf-coverage-initiated-at-stocknews-com.html,"Research analysts at StockNews.com started coverage on shares of e.l.f. Beauty ( NYSE:ELF - Get Rating ) in a research report issued to clients and investors on Thursday. The firm set a ""hold"" rating on the stock. ELF has been the topic of several other research reports.",0.38073,Bullish,,0.25017,Somewhat-Bullish,20230316T085046,"{'label': 'neutral', 'score': 0.9266510009765625}"
205,Herc  ( NYSE:HRI )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/herc-nysehri-now-covered-by-stocknews-com.html,"Equities research analysts at StockNews.com assumed coverage on shares of Herc ( NYSE:HRI - Get Rating ) in a research note issued on Thursday. The brokerage set a ""hold"" rating on the transportation company's stock. HRI has been the subject of a number of other research reports.",0.287545,Somewhat-Bullish,,0.211882,Somewhat-Bullish,20230316T085045,"{'label': 'neutral', 'score': 0.9229269623756409}"
206,Acushnet  ( NYSE:GOLF )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/acushnet-nysegolf-coverage-initiated-at-stocknews-com.html,"Equities researchers at StockNews.com initiated coverage on shares of Acushnet ( NYSE:GOLF - Get Rating ) in a report issued on Thursday. The firm set a ""hold"" rating on the stock.",0.248557,Somewhat-Bullish,,0.172819,Somewhat-Bullish,20230316T085045,"{'label': 'neutral', 'score': 0.9157020449638367}"
207,StockNews.com Begins Coverage on International Seaways  ( NYSE:INSW ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-international-seaways-nyseinsw.html,StockNews.com Begins Coverage on International Seaways ( NYSE ... Defense World ...,0.258496,Somewhat-Bullish,,0.028089,Neutral,20230316T085045,"{'label': 'neutral', 'score': 0.8464734554290771}"
208,Iron Mountain  ( NYSE:IRM )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/iron-mountain-nyseirm-now-covered-by-analysts-at-stocknews-com.html,Iron Mountain ( NYSE:IRM ) Now Covered by Analysts at StockNews ... Defense World ...,0.270322,Somewhat-Bullish,,0.196235,Somewhat-Bullish,20230316T085045,"{'label': 'neutral', 'score': 0.9423243403434753}"
209,IQVIA  ( NYSE:IQV )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/iqvia-nyseiqv-now-covered-by-analysts-at-stocknews-com.html,"StockNews.com assumed coverage on shares of IQVIA ( NYSE:IQV - Get Rating ) in a report released on Thursday. The firm set a ""hold"" rating on the medical research company's stock.",0.289832,Somewhat-Bullish,,0.229381,Somewhat-Bullish,20230316T085045,"{'label': 'neutral', 'score': 0.9166692495346069}"
210,Fortive  ( NYSE:FTV )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/fortive-nyseftv-now-covered-by-stocknews-com.html,"StockNews.com initiated coverage on shares of Fortive ( NYSE:FTV - Get Rating ) in a research note issued to investors on Thursday. The firm set a ""buy"" rating on the technology company's stock. FTV has been the topic of several other research reports.",0.255673,Somewhat-Bullish,,0.285865,Somewhat-Bullish,20230316T085044,"{'label': 'neutral', 'score': 0.9125996828079224}"
211,Gartner  ( NYSE:IT )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/gartner-nyseit-coverage-initiated-by-analysts-at-stocknews-com.html,"Investment analysts at StockNews.com started coverage on shares of Gartner ( NYSE:IT - Get Rating ) in a research report issued on Thursday. The firm set a ""buy"" rating on the information technology services provider's stock.",0.28753,Somewhat-Bullish,,0.139443,Neutral,20230316T085044,"{'label': 'neutral', 'score': 0.8889018893241882}"
212,International Paper  ( NYSE:IP )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/international-paper-nyseip-coverage-initiated-at-stocknews-com.html,"Investment analysts at StockNews.com assumed coverage on shares of International Paper ( NYSE:IP - Get Rating ) in a research note issued to investors on Thursday. The firm set a ""buy"" rating on the basic materials company's stock. A number of other analysts have also weighed in on the company.",0.235092,Somewhat-Bullish,,0.177861,Somewhat-Bullish,20230316T085044,"{'label': 'neutral', 'score': 0.6302096843719482}"
213,WhiteHorse Finance  ( NASDAQ:WHF )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/whitehorse-finance-nasdaqwhf-coverage-initiated-at-stocknews-com.html,WhiteHorse Finance ( NASDAQ:WHF ) Coverage Initiated at ... Defense World ...,0.219007,Somewhat-Bullish,,0.140141,Neutral,20230316T084450,"{'label': 'neutral', 'score': 0.8990805745124817}"
214,Winmark  ( NASDAQ:WINA )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/winmark-nasdaqwina-research-coverage-started-at-stocknews-com.html,Winmark ( NASDAQ:WINA ) Research Coverage Started at ... Defense World ...,0.321738,Somewhat-Bullish,,0.17253,Somewhat-Bullish,20230316T084449,"{'label': 'neutral', 'score': 0.861995279788971}"
215,Wingstop  ( NASDAQ:WING )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/wingstop-nasdaqwing-now-covered-by-stocknews-com.html,"Research analysts at StockNews.com initiated coverage on shares of Wingstop ( NASDAQ:WING - Get Rating ) in a report released on Thursday. The firm set a ""hold"" rating on the restaurant operator's stock. Other equities research analysts also recently issued reports about the stock.",0.313188,Somewhat-Bullish,,0.209801,Somewhat-Bullish,20230316T084449,"{'label': 'neutral', 'score': 0.9050756692886353}"
216,Wix.com  ( NASDAQ:WIX )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/wix-com-nasdaqwix-coverage-initiated-at-stocknews-com.html,"Equities research analysts at StockNews.com started coverage on shares of Wix.com ( NASDAQ:WIX - Get Rating ) in a report released on Thursday. The brokerage set a ""hold"" rating on the information services provider's stock. WIX has been the subject of several other reports.",0.197884,Somewhat-Bullish,,0.169779,Somewhat-Bullish,20230316T084448,"{'label': 'neutral', 'score': 0.9179736971855164}"
217,Encore Wire  ( NASDAQ:WIRE )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/encore-wire-nasdaqwire-now-covered-by-analysts-at-stocknews-com.html,Encore Wire ( NASDAQ:WIRE ) Now Covered by Analysts at ... Defense World ...,0.367576,Bullish,,0.181512,Somewhat-Bullish,20230316T084448,"{'label': 'neutral', 'score': 0.9279241561889648}"
218,WesBanco  ( NASDAQ:WSBC )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/wesbanco-nasdaqwsbc-coverage-initiated-at-stocknews-com.html,"Stock analysts at StockNews.com started coverage on shares of WesBanco ( NASDAQ:WSBC - Get Rating ) in a research report issued to clients and investors on Thursday. The firm set a ""hold"" rating on the financial services provider's stock.",0.281922,Somewhat-Bullish,,0.191476,Somewhat-Bullish,20230316T084444,"{'label': 'neutral', 'score': 0.8922234177589417}"
219,Viad  ( NYSE:VVI )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/viad-nysevvi-now-covered-by-analysts-at-stocknews-com.html,"StockNews.com began coverage on shares of Viad ( NYSE:VVI - Get Rating ) in a research report issued on Thursday. The brokerage set a ""sell"" rating on the business services provider's stock. Separately, TheStreet cut shares of Viad from a ""c-"" rating to a ""d"" rating in a research report on ...",0.356094,Bullish,,0.217501,Somewhat-Bullish,20230316T083650,"{'label': 'negative', 'score': 0.576172411441803}"
220,Wayfair  ( NYSE:W )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/wayfair-nysew-research-coverage-started-at-stocknews-com.html,"Equities research analysts at StockNews.com initiated coverage on shares of Wayfair ( NYSE:W - Get Rating ) in a research note issued to investors on Thursday. The firm set a ""sell"" rating on the stock. Several other equities analysts have also recently issued reports on W. Robert W.",0.306481,Somewhat-Bullish,,0.179169,Somewhat-Bullish,20230316T083649,"{'label': 'neutral', 'score': 0.93558669090271}"
221,StockNews.com Begins Coverage on Webster Financial  ( NYSE:WBS ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-webster-financial-nysewbs.html,"Research analysts at StockNews.com started coverage on shares of Webster Financial ( NYSE:WBS - Get Rating ) in a report released on Thursday. The firm set a ""hold"" rating on the financial services provider's stock.",0.222991,Somewhat-Bullish,,0.185892,Somewhat-Bullish,20230316T083648,"{'label': 'neutral', 'score': 0.8988133668899536}"
222,StockNews.com Initiates Coverage on Western Alliance Bancorporation  ( NYSE:WAL ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-western-alliance-bancorporation-nysewal.html,StockNews.com Initiates Coverage on Western Alliance ... Defense World ...,0.280277,Somewhat-Bullish,,0.190506,Somewhat-Bullish,20230316T083648,"{'label': 'neutral', 'score': 0.8501923084259033}"
223,Weis Markets  ( NYSE:WMK )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/weis-markets-nysewmk-research-coverage-started-at-stocknews-com.html,Weis Markets ( NYSE:WMK ) Research Coverage Started at ... Defense World ...,0.314568,Somewhat-Bullish,,0.218157,Somewhat-Bullish,20230316T083644,"{'label': 'neutral', 'score': 0.8812576532363892}"
224,Wipro  ( NYSE:WIT )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/wipro-nysewit-now-covered-by-stocknews-com.html,"StockNews.com initiated coverage on shares of Wipro ( NYSE:WIT - Get Rating ) in a research report issued to clients and investors on Thursday. The firm set a ""hold"" rating on the information technology services provider's stock. Shares of Wipro stock opened at $4.54 on Thursday.",0.225483,Somewhat-Bullish,,0.131279,Neutral,20230316T083644,"{'label': 'neutral', 'score': 0.8947858214378357}"
225,Winnebago Industries  ( NYSE:WGO )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/winnebago-industries-nysewgo-research-coverage-started-at-stocknews-com.html,Winnebago Industries ( NYSE:WGO ) Research Coverage Started at ... Defense World ...,0.282345,Somewhat-Bullish,,0.169372,Somewhat-Bullish,20230316T083644,"{'label': 'neutral', 'score': 0.8698724508285522}"
226,Worthington Industries  ( NYSE:WOR )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/worthington-industries-nysewor-now-covered-by-stocknews-com.html,"Equities research analysts at StockNews.com assumed coverage on shares of Worthington Industries ( NYSE:WOR - Get Rating ) in a research note issued on Thursday. The brokerage set a ""hold"" rating on the industrial products company's stock. WOR stock opened at $53.14 on Thursday.",0.266323,Somewhat-Bullish,,0.15387,Somewhat-Bullish,20230316T083644,"{'label': 'neutral', 'score': 0.9185757040977478}"
227,StockNews.com Begins Coverage on Workiva  ( NYSE:WK ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-workiva-nysewk.html,"Equities research analysts at StockNews.com began coverage on shares of Workiva ( NYSE:WK - Get Rating ) in a note issued to investors on Thursday. The firm set a ""hold"" rating on the software maker's stock. Several other equities research analysts also recently weighed in on the stock. Robert ...",0.324398,Somewhat-Bullish,,0.221114,Somewhat-Bullish,20230316T083644,"{'label': 'neutral', 'score': 0.9067102074623108}"
228,StockNews.com Initiates Coverage on Workday  ( NYSE:WDAY ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-workday-nysewday.html,"StockNews.com assumed coverage on shares of Workday ( NYSE:WDAY - Get Rating ) in a research report issued to clients and investors on Thursday. The brokerage set a ""hold"" rating on the stock. Shares of WDAY stock opened at $184.36 on Thursday.",0.278326,Somewhat-Bullish,,0.362623,Bullish,20230316T083643,"{'label': 'neutral', 'score': 0.9235671758651733}"
229,IDACORP  ( NYSE:IDA )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/idacorp-nyseida-now-covered-by-stocknews-com.html,"StockNews.com began coverage on shares of IDACORP ( NYSE:IDA - Get Rating ) in a research note issued to investors on Thursday. The brokerage set a ""sell"" rating on the energy company's stock. IDA has been the subject of several other reports.",0.30213,Somewhat-Bullish,,0.186742,Somewhat-Bullish,20230316T083444,"{'label': 'neutral', 'score': 0.9336104989051819}"
230,IDT  ( NYSE:IDT )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/idt-nyseidt-research-coverage-started-at-stocknews-com.html,"Investment analysts at StockNews.com started coverage on shares of IDT ( NYSE:IDT - Get Rating ) in a report released on Thursday. The firm set a ""buy"" rating on the utilities provider's stock. Separately, TheStreet raised IDT from a ""c+"" rating to a ""b-"" rating in a research report on ...",0.343543,Somewhat-Bullish,,0.15254,Somewhat-Bullish,20230316T083441,"{'label': 'positive', 'score': 0.816632091999054}"
231,StockNews.com Begins Coverage on International Business Machines  ( NYSE:IBM ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-international-business-machines-nyseibm.html,StockNews.com Begins Coverage on International Business ... Defense World ...,0.26547,Somewhat-Bullish,,0.234647,Somewhat-Bullish,20230316T083047,"{'label': 'neutral', 'score': 0.9015732407569885}"
232,Hyster-Yale Materials Handling  ( NYSE:HY )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/hyster-yale-materials-handling-nysehy-now-covered-by-stocknews-com.html,Hyster-Yale Materials Handling ( NYSE:HY ) Now Covered by ... Defense World ...,0.310888,Somewhat-Bullish,,0.22952,Somewhat-Bullish,20230316T083046,"{'label': 'neutral', 'score': 0.9328617453575134}"
233,Hormel Foods  ( NYSE:HRL )  Earns Hold Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/hormel-foods-nysehrl-earns-hold-rating-from-analysts-at-stocknews-com.html,Hormel Foods ( NYSE:HRL ) Earns Hold Rating from Analysts at ... Defense World ...,0.226654,Somewhat-Bullish,,0.176111,Somewhat-Bullish,20230316T083044,"{'label': 'positive', 'score': 0.8078280687332153}"
234,StockNews.com Begins Coverage on Huntsman  ( NYSE:HUN ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-huntsman-nysehun.html,"Research analysts at StockNews.com assumed coverage on shares of Huntsman ( NYSE:HUN - Get Rating ) in a report issued on Thursday. The brokerage set a ""hold"" rating on the basic materials company's stock. Other analysts also recently issued reports about the company.",0.191232,Somewhat-Bullish,,0.211531,Somewhat-Bullish,20230316T083044,"{'label': 'neutral', 'score': 0.9135231375694275}"
235,StockNews.com Initiates Coverage on Honeywell International  ( NYSE:HON ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-honeywell-international-nysehon.html,StockNews.com Initiates Coverage on Honeywell International ... Defense World ...,0.362338,Bullish,,0.308274,Somewhat-Bullish,20230316T083044,"{'label': 'neutral', 'score': 0.914354681968689}"
